order_id,product_id,customer_id,order_date,order_quantity,order_status,warehouse_id
ORD20045,P3369228,CUST50086,2023-06-09,443,Returned,WH001
ORD20093,P5076025,CUST50015,2023-07-20,428,Pending,WH002
ORD20087,P0916624,CUST50005,2023-06-17,430,Returned,WH004
ORD20057,P6658603,CUST50030,2023-09-09,499,Cancelled,WH005
ORD20017,P6273164,CUST50030,2023-06-03,354,Shipped,WH006
ORD20070,P3534297,CUST50093,2023-06-05,135,Delivered,WH003
ORD20057,P1807232,CUST50052,2023-06-27,409,Returned,WH007
ORD20036,P1455750,CUST50052,2023-08-01,284,Delivered,WH006
ORD20028,P9081222,CUST50083,2023-09-08,453,Processing,WH008
ORD20075,P3283090,CUST50012,2023-06-28,366,Processing,WH010
ORD20078,P8903032,CUST50002,2023-06-27,381,Delivered,WH003
ORD20042,P5546962,CUST50040,2023-07-26,194,Returned,WH005
ORD20026,P1926011,CUST50017,2023-06-14,168,Cancelled,WH004
ORD20008,P4536792,CUST50066,2023-09-09,206,Shipped,WH003
ORD20077,P7489446,CUST50010,2023-06-25,308,Returned,WH007
ORD20002,P5031128,CUST50074,2023-09-10,161,Returned,WH003
ORD20011,P6031148,CUST50040,2023-07-24,183,Shipped,WH006
ORD20084,P9810100,CUST50066,2023-09-20,307,Cancelled,WH004
ORD20087,P0028193,CUST50019,2023-08-20,411,Shipped,WH003
ORD20033,P5774208,CUST50085,2023-07-09,375,Returned,WH009
ORD20001,P9301291,CUST50070,2023-09-12,190,Cancelled,WH005
ORD20065,P4402163,CUST50006,2023-08-22,81,Cancelled,WH009
ORD20092,P5023449,CUST50088,2023-06-06,222,Shipped,WH004
ORD20057,P9940817,CUST50091,2023-06-05,241,Delivered,WH009
ORD20099,P8100324,CUST50042,2023-08-29,362,Returned,WH009
ORD20037,P7633970,CUST50026,2023-06-09,457,Pending,WH010
ORD20038,P1099084,CUST50065,2023-07-19,214,Pending,WH007
ORD20006,P1150045,CUST50050,2023-08-22,428,Delivered,WH004
ORD20088,P5119059,CUST50094,2023-09-28,147,Cancelled,WH002
ORD20004,P0254267,CUST50065,2023-07-01,418,Delivered,WH007
ORD20085,P4908178,CUST50059,2023-09-21,405,Shipped,WH003
ORD20077,P3365085,CUST50031,2023-08-06,376,Pending,WH008
ORD20083,P1705389,CUST50007,2023-07-24,28,Processing,WH008
ORD20062,P3549897,CUST50021,2023-09-20,224,Returned,WH009
ORD20037,P2930647,CUST50045,2023-07-19,477,Shipped,WH006
ORD20052,P1411635,CUST50087,2023-06-02,470,Delivered,WH009
ORD20033,P5008167,CUST50054,2023-06-25,127,Delivered,WH007
ORD20096,P4155390,CUST50067,2023-07-06,479,Processing,WH004
ORD20089,P3721556,CUST50033,2023-09-11,95,Returned,WH009
ORD20065,P5181364,CUST50031,2023-08-05,423,Shipped,WH009
ORD20045,P8640212,CUST50061,2023-07-31,317,Shipped,WH005
ORD20008,P9082644,CUST50021,2023-08-06,246,Cancelled,WH008
ORD20033,P5419968,CUST50038,2023-09-01,420,Returned,WH009
ORD20007,P6124173,CUST50001,2023-06-14,18,Processing,WH004
ORD20066,P3904989,CUST50042,2023-07-09,254,Shipped,WH009
ORD20023,P0310918,CUST50041,2023-08-08,411,Returned,WH001
ORD20038,P8898575,CUST50008,2023-06-03,216,Processing,WH009
ORD20043,P7188796,CUST50019,2023-07-20,162,Delivered,WH001
ORD20057,P2887390,CUST50001,2023-07-22,400,Cancelled,WH003
ORD20056,P8285960,CUST50027,2023-06-03,124,Returned,WH001
ORD20088,P2251027,CUST50097,2023-09-27,110,Returned,WH002
ORD20045,P8012242,CUST50096,2023-08-02,354,Returned,WH005
ORD20029,P6793980,CUST50057,2023-08-10,300,Returned,WH002
ORD20021,P8993912,CUST50040,2023-06-04,42,Delivered,WH010
ORD20027,P9756399,CUST50086,2023-09-25,421,Shipped,WH004
ORD20060,P1867885,CUST50083,2023-07-03,25,Shipped,WH010
ORD20039,P9196049,CUST50065,2023-09-10,488,Shipped,WH002
ORD20067,P1578458,CUST50084,2023-08-23,452,Delivered,WH001
ORD20011,P6793980,CUST50086,2023-06-06,313,Shipped,WH002
ORD20058,P9437308,CUST50023,2023-08-17,226,Returned,WH005
ORD20035,P8579388,CUST50073,2023-08-04,199,Cancelled,WH009
ORD20032,P4657819,CUST50073,2023-08-10,499,Returned,WH001
ORD20036,P0241371,CUST50005,2023-06-14,28,Pending,WH008
ORD20093,P0132844,CUST50055,2023-08-19,241,Cancelled,WH005
ORD20096,P0048699,CUST50015,2023-09-24,365,Processing,WH009
ORD20054,P2394163,CUST50037,2023-07-04,273,Cancelled,WH002
ORD20001,P3737314,CUST50057,2023-09-21,350,Delivered,WH007
ORD20071,P0919419,CUST50031,2023-09-04,289,Pending,WH003
ORD20021,P8560221,CUST50086,2023-06-15,24,Delivered,WH010
ORD20067,P4408403,CUST50081,2023-07-13,442,Cancelled,WH010
ORD20022,P7047687,CUST50056,2023-07-21,181,Cancelled,WH004
ORD20003,P6624343,CUST50100,2023-06-10,80,Cancelled,WH007
ORD20093,P5623162,CUST50018,2023-08-31,105,Returned,WH010
ORD20091,P3457897,CUST50024,2023-06-11,301,Cancelled,WH005
ORD20020,P6149483,CUST50067,2023-06-09,356,Delivered,WH007
ORD20024,P0257387,CUST50026,2023-09-23,93,Shipped,WH008
ORD20064,P6717419,CUST50032,2023-08-27,25,Shipped,WH001
ORD20047,P1606356,CUST50003,2023-08-09,240,Returned,WH008
ORD20097,P7481854,CUST50077,2023-09-01,106,Shipped,WH004
ORD20016,P4996785,CUST50087,2023-07-20,418,Shipped,WH006
ORD20073,P5401144,CUST50009,2023-06-24,125,Pending,WH009
ORD20019,P0919419,CUST50005,2023-07-25,246,Pending,WH003
ORD20067,P1922372,CUST50079,2023-09-13,443,Cancelled,WH007
ORD20015,P3839230,CUST50040,2023-06-11,398,Delivered,WH005
ORD20045,P4357228,CUST50054,2023-06-06,331,Delivered,WH008
ORD20047,P8630516,CUST50069,2023-09-26,279,Processing,WH005
ORD20021,P6501873,CUST50005,2023-09-26,135,Shipped,WH010
ORD20081,P1344604,CUST50021,2023-08-15,95,Pending,WH001
ORD20084,P8612175,CUST50040,2023-08-14,243,Pending,WH008
ORD20085,P0702547,CUST50009,2023-06-05,12,Processing,WH009
ORD20047,P8955259,CUST50094,2023-09-06,187,Pending,WH007
ORD20081,P1705949,CUST50055,2023-06-20,286,Returned,WH009
ORD20017,P9765747,CUST50054,2023-06-13,43,Returned,WH009
ORD20029,P6149483,CUST50022,2023-06-13,149,Delivered,WH007
ORD20026,P0097778,CUST50028,2023-07-24,169,Shipped,WH006
ORD20023,P2782178,CUST50070,2023-06-24,25,Cancelled,WH006
ORD20073,P6467430,CUST50063,2023-09-25,480,Delivered,WH004
ORD20091,P9045275,CUST50070,2023-07-05,348,Shipped,WH001
ORD20036,P7847270,CUST50076,2023-06-13,273,Returned,WH001
ORD20083,P0866923,CUST50034,2023-09-20,51,Pending,WH007
ORD20044,P7489446,CUST50037,2023-09-28,434,Cancelled,WH007
ORD20087,P5917380,CUST50091,2023-07-30,361,Pending,WH001
ORD20061,P7031788,CUST50015,2023-06-19,425,Processing,WH006
ORD20049,P7516641,CUST50023,2023-07-18,407,Shipped,WH005
ORD20081,P3361639,CUST50044,2023-08-10,317,Cancelled,WH005
ORD20062,P0815511,CUST50048,2023-06-06,226,Processing,WH002
ORD20094,P4626617,CUST50071,2023-07-18,462,Shipped,WH006
ORD20013,P4071232,CUST50061,2023-09-10,18,Processing,WH001
ORD20086,P3776514,CUST50067,2023-09-26,271,Processing,WH004
ORD20003,P4048946,CUST50054,2023-08-06,421,Processing,WH009
ORD20080,P8607602,CUST50084,2023-06-25,405,Delivered,WH001
ORD20050,P9197014,CUST50077,2023-07-14,438,Shipped,WH002
ORD20053,P6124173,CUST50093,2023-09-01,451,Delivered,WH004
ORD20010,P3616114,CUST50089,2023-06-01,255,Shipped,WH008
ORD20017,P6273164,CUST50052,2023-08-09,154,Delivered,WH006
ORD20094,P3185781,CUST50025,2023-07-19,103,Delivered,WH008
ORD20005,P1522613,CUST50090,2023-06-06,119,Processing,WH006
ORD20038,P1204228,CUST50070,2023-07-23,85,Delivered,WH005
ORD20062,P3058653,CUST50041,2023-09-26,332,Processing,WH007
ORD20004,P8648922,CUST50090,2023-09-11,44,Processing,WH003
ORD20034,P4203858,CUST50001,2023-08-31,326,Delivered,WH002
ORD20009,P4676267,CUST50012,2023-09-04,342,Returned,WH006
ORD20027,P8446346,CUST50077,2023-09-14,160,Delivered,WH010
ORD20060,P5401144,CUST50093,2023-08-13,292,Pending,WH009
ORD20038,P0946593,CUST50098,2023-06-12,122,Shipped,WH009
ORD20065,P7489446,CUST50099,2023-06-27,479,Delivered,WH007
ORD20023,P3064268,CUST50015,2023-08-12,78,Cancelled,WH005
ORD20031,P1566542,CUST50084,2023-07-11,356,Shipped,WH010
ORD20026,P3272041,CUST50032,2023-07-09,209,Shipped,WH010
ORD20089,P0334236,CUST50020,2023-09-25,254,Processing,WH007
ORD20005,P3388153,CUST50070,2023-06-24,293,Cancelled,WH009
ORD20096,P8785686,CUST50002,2023-06-06,19,Cancelled,WH001
ORD20077,P8142604,CUST50037,2023-06-09,161,Processing,WH003
ORD20092,P5473460,CUST50077,2023-07-27,480,Shipped,WH007
ORD20055,P0486394,CUST50065,2023-08-01,208,Pending,WH002
ORD20089,P1795907,CUST50049,2023-09-17,175,Delivered,WH007
ORD20059,P9147216,CUST50065,2023-06-13,269,Pending,WH005
ORD20073,P6793261,CUST50023,2023-07-23,74,Returned,WH005
ORD20033,P1595146,CUST50075,2023-08-29,498,Shipped,WH007
ORD20040,P8084967,CUST50047,2023-07-08,263,Processing,WH009
ORD20010,P9540850,CUST50010,2023-08-04,245,Processing,WH007
ORD20036,P6415850,CUST50065,2023-06-09,117,Cancelled,WH001
ORD20081,P6265537,CUST50050,2023-08-18,138,Returned,WH007
ORD20083,P3513246,CUST50095,2023-07-26,363,Shipped,WH010
ORD20076,P9861184,CUST50075,2023-08-30,384,Returned,WH007
ORD20040,P6963740,CUST50013,2023-07-09,91,Processing,WH001
ORD20060,P2800551,CUST50069,2023-07-07,439,Pending,WH010
ORD20043,P2698933,CUST50023,2023-08-02,50,Cancelled,WH008
ORD20086,P9287876,CUST50065,2023-09-05,340,Returned,WH004
ORD20080,P2842639,CUST50082,2023-09-03,10,Delivered,WH002
ORD20059,P2590262,CUST50045,2023-06-15,294,Cancelled,WH004
ORD20070,P5313839,CUST50094,2023-07-29,315,Cancelled,WH004
ORD20022,P0478485,CUST50074,2023-09-07,480,Shipped,WH010
ORD20043,P4020358,CUST50037,2023-07-18,59,Processing,WH009
ORD20059,P1922372,CUST50040,2023-09-01,220,Cancelled,WH007
ORD20008,P5873564,CUST50054,2023-07-23,57,Shipped,WH003
ORD20052,P9480024,CUST50100,2023-07-30,142,Processing,WH005
ORD20008,P6850261,CUST50055,2023-06-27,301,Cancelled,WH004
ORD20048,P7595639,CUST50040,2023-08-31,495,Cancelled,WH002
ORD20079,P9885988,CUST50014,2023-08-12,59,Delivered,WH002
ORD20004,P0759885,CUST50008,2023-09-04,103,Processing,WH003
ORD20096,P9060464,CUST50062,2023-07-01,29,Shipped,WH010
ORD20070,P0062044,CUST50016,2023-06-18,252,Cancelled,WH008
ORD20020,P1691418,CUST50084,2023-07-16,479,Returned,WH004
ORD20048,P3737314,CUST50018,2023-08-23,316,Shipped,WH007
ORD20099,P7962663,CUST50092,2023-07-07,339,Pending,WH004
ORD20006,P1436575,CUST50085,2023-09-04,86,Cancelled,WH005
ORD20037,P3798362,CUST50058,2023-09-20,177,Cancelled,WH008
ORD20065,P2113626,CUST50096,2023-08-30,182,Returned,WH008
ORD20061,P7887136,CUST50009,2023-07-13,463,Pending,WH003
ORD20061,P9861184,CUST50020,2023-06-24,41,Delivered,WH007
ORD20008,P6259554,CUST50089,2023-08-04,379,Returned,WH003
ORD20065,P6138921,CUST50045,2023-07-28,401,Cancelled,WH004
ORD20087,P6848271,CUST50008,2023-09-01,387,Pending,WH009
ORD20051,P3839230,CUST50002,2023-06-28,285,Delivered,WH005
ORD20019,P1959476,CUST50039,2023-06-25,298,Processing,WH001
ORD20046,P4906358,CUST50041,2023-08-15,151,Processing,WH007
ORD20094,P2232657,CUST50081,2023-06-08,340,Processing,WH005
ORD20064,P2637085,CUST50063,2023-07-30,265,Processing,WH006
ORD20029,P3954187,CUST50064,2023-06-18,113,Returned,WH003
ORD20018,P9263776,CUST50069,2023-09-23,90,Returned,WH004
ORD20060,P7630498,CUST50052,2023-08-20,191,Processing,WH008
ORD20044,P7228000,CUST50005,2023-08-28,25,Delivered,WH010
ORD20091,P0135546,CUST50074,2023-07-21,282,Returned,WH008
ORD20062,P4866626,CUST50030,2023-07-02,67,Delivered,WH001
ORD20025,P9154115,CUST50007,2023-07-11,72,Processing,WH004
ORD20080,P8611945,CUST50054,2023-06-14,303,Delivered,WH007
ORD20048,P5730082,CUST50045,2023-09-02,306,Returned,WH006
ORD20070,P9810100,CUST50066,2023-07-14,462,Shipped,WH004
ORD20027,P2951241,CUST50032,2023-09-10,254,Returned,WH002
ORD20014,P5380750,CUST50069,2023-07-31,500,Processing,WH003
ORD20029,P3183953,CUST50046,2023-06-13,475,Returned,WH005
ORD20073,P5751648,CUST50093,2023-08-01,102,Pending,WH003
ORD20082,P9885944,CUST50025,2023-09-15,474,Delivered,WH008
ORD20062,P8123352,CUST50040,2023-09-05,464,Pending,WH006
ORD20056,P3633798,CUST50009,2023-07-08,288,Cancelled,WH009
ORD20073,P4374330,CUST50091,2023-07-06,293,Cancelled,WH002
ORD20090,P5861428,CUST50049,2023-07-04,25,Processing,WH005
ORD20053,P9815730,CUST50080,2023-07-03,169,Delivered,WH002
ORD20004,P3842172,CUST50076,2023-08-09,418,Cancelled,WH006
ORD20073,P3653329,CUST50100,2023-08-03,408,Processing,WH003
ORD20014,P2746719,CUST50022,2023-09-05,482,Returned,WH008
ORD20013,P4285352,CUST50052,2023-07-07,251,Cancelled,WH008
ORD20061,P6564554,CUST50090,2023-06-14,450,Returned,WH005
ORD20049,P7550872,CUST50088,2023-07-19,207,Shipped,WH005
ORD20028,P5384948,CUST50048,2023-07-11,377,Pending,WH009
ORD20009,P5474929,CUST50040,2023-07-28,305,Processing,WH009
ORD20091,P2590262,CUST50050,2023-06-03,301,Shipped,WH004
ORD20018,P0139710,CUST50025,2023-06-13,470,Cancelled,WH007
ORD20094,P9075588,CUST50095,2023-07-25,245,Returned,WH008
ORD20012,P1729133,CUST50078,2023-07-15,70,Cancelled,WH001
ORD20065,P4288853,CUST50006,2023-07-19,443,Returned,WH004
ORD20020,P2964871,CUST50069,2023-08-17,226,Returned,WH002
ORD20060,P0810925,CUST50099,2023-06-19,146,Cancelled,WH006
ORD20086,P9033383,CUST50031,2023-09-15,472,Returned,WH006
ORD20059,P1986115,CUST50069,2023-09-19,17,Shipped,WH008
ORD20030,P7867744,CUST50065,2023-08-21,386,Cancelled,WH002
ORD20036,P9720186,CUST50100,2023-09-18,118,Delivered,WH007
ORD20013,P0172624,CUST50039,2023-09-09,429,Pending,WH010
ORD20040,P3129645,CUST50004,2023-08-11,382,Processing,WH005
ORD20018,P6494146,CUST50023,2023-08-15,55,Pending,WH001
ORD20067,P1571342,CUST50054,2023-09-22,208,Cancelled,WH004
ORD20097,P9933206,CUST50092,2023-08-29,462,Returned,WH005
ORD20020,P6138921,CUST50094,2023-08-07,377,Cancelled,WH004
ORD20022,P0759885,CUST50040,2023-09-26,224,Delivered,WH003
ORD20055,P8402787,CUST50086,2023-07-31,171,Pending,WH005
ORD20097,P9988001,CUST50072,2023-09-21,190,Delivered,WH002
ORD20076,P0590402,CUST50097,2023-07-17,78,Shipped,WH007
ORD20066,P2637085,CUST50024,2023-06-17,455,Shipped,WH006
ORD20028,P1867885,CUST50058,2023-09-27,12,Shipped,WH010
ORD20014,P1619195,CUST50078,2023-08-28,333,Returned,WH001
ORD20071,P3114471,CUST50001,2023-09-17,288,Cancelled,WH002
ORD20057,P5541534,CUST50017,2023-06-18,34,Delivered,WH010
ORD20075,P0131284,CUST50027,2023-06-03,187,Shipped,WH009
ORD20061,P1571342,CUST50062,2023-06-20,423,Cancelled,WH004
ORD20001,P7107091,CUST50035,2023-07-07,52,Shipped,WH001
ORD20087,P5674622,CUST50011,2023-06-17,332,Returned,WH001
ORD20034,P1715904,CUST50040,2023-08-04,287,Delivered,WH008
ORD20060,P5236166,CUST50025,2023-08-16,95,Cancelled,WH006
ORD20057,P1157890,CUST50098,2023-08-30,319,Pending,WH002
ORD20038,P8208611,CUST50036,2023-08-25,212,Pending,WH003
ORD20037,P6932329,CUST50054,2023-08-22,108,Pending,WH007
ORD20027,P9817595,CUST50077,2023-06-22,432,Delivered,WH001
ORD20045,P9815730,CUST50036,2023-08-31,377,Shipped,WH002
ORD20073,P0062044,CUST50060,2023-07-18,123,Returned,WH008
ORD20035,P5000970,CUST50019,2023-08-06,104,Shipped,WH008
ORD20053,P5608692,CUST50017,2023-08-28,428,Processing,WH009
ORD20059,P7670675,CUST50049,2023-07-08,78,Processing,WH005
ORD20085,P7260697,CUST50014,2023-09-15,137,Cancelled,WH006
ORD20006,P8829497,CUST50052,2023-09-21,488,Returned,WH007
ORD20068,P4266362,CUST50052,2023-09-29,465,Delivered,WH008
ORD20088,P7623200,CUST50021,2023-06-20,198,Cancelled,WH010
ORD20082,P6464437,CUST50095,2023-08-12,152,Delivered,WH010
ORD20084,P0742782,CUST50022,2023-07-31,142,Cancelled,WH009
ORD20007,P5917380,CUST50024,2023-06-28,325,Returned,WH001
ORD20059,P3058490,CUST50005,2023-07-15,397,Cancelled,WH001
ORD20088,P1933161,CUST50071,2023-06-28,247,Shipped,WH009
ORD20061,P1204228,CUST50063,2023-07-10,468,Shipped,WH005
ORD20074,P9779651,CUST50033,2023-06-25,118,Processing,WH004
ORD20010,P3261342,CUST50073,2023-07-03,75,Pending,WH003
ORD20062,P3283090,CUST50037,2023-08-06,396,Pending,WH010
ORD20015,P1099084,CUST50068,2023-07-04,49,Pending,WH007
ORD20065,P0884837,CUST50092,2023-08-31,114,Pending,WH005
ORD20027,P3091634,CUST50046,2023-07-22,100,Processing,WH008
ORD20027,P8463357,CUST50035,2023-08-23,116,Pending,WH010
ORD20016,P0342967,CUST50051,2023-09-27,102,Processing,WH006
ORD20037,P8607602,CUST50095,2023-06-09,366,Delivered,WH001
ORD20026,P1790115,CUST50054,2023-07-20,443,Cancelled,WH005
ORD20098,P9240792,CUST50080,2023-08-19,81,Cancelled,WH010
ORD20042,P8829497,CUST50042,2023-06-22,482,Returned,WH007
ORD20055,P2080497,CUST50069,2023-08-03,494,Processing,WH001
ORD20063,P0785242,CUST50095,2023-07-10,63,Shipped,WH005
ORD20083,P8321305,CUST50046,2023-07-10,287,Delivered,WH007
ORD20016,P2698933,CUST50027,2023-09-25,124,Cancelled,WH008
ORD20031,P9301291,CUST50096,2023-06-23,33,Processing,WH005
ORD20029,P1684495,CUST50002,2023-06-11,81,Delivered,WH010
ORD20020,P8888420,CUST50080,2023-07-22,401,Returned,WH007
ORD20064,P3812299,CUST50010,2023-08-17,282,Shipped,WH007
ORD20036,P7446608,CUST50042,2023-09-08,223,Delivered,WH010
ORD20085,P9461512,CUST50096,2023-06-27,424,Shipped,WH002
ORD20080,P3144604,CUST50082,2023-07-31,237,Pending,WH004
ORD20070,P2927011,CUST50075,2023-09-03,439,Shipped,WH005
ORD20044,P2842539,CUST50024,2023-08-25,307,Shipped,WH002
ORD20069,P8463357,CUST50009,2023-08-21,433,Shipped,WH010
ORD20088,P0131284,CUST50040,2023-06-24,476,Cancelled,WH009
ORD20004,P7167543,CUST50072,2023-07-05,404,Processing,WH004
ORD20053,P9820513,CUST50014,2023-06-18,404,Shipped,WH004
ORD20055,P0919419,CUST50050,2023-06-02,107,Processing,WH003
ORD20025,P6813576,CUST50086,2023-09-22,380,Pending,WH001
ORD20026,P2409495,CUST50059,2023-08-02,488,Pending,WH007
ORD20078,P0130741,CUST50009,2023-09-11,138,Shipped,WH002
ORD20025,P8795059,CUST50065,2023-06-11,226,Delivered,WH004
ORD20082,P1482267,CUST50062,2023-06-26,19,Shipped,WH005
ORD20074,P9815730,CUST50051,2023-09-25,207,Processing,WH002
ORD20037,P2583760,CUST50055,2023-06-29,360,Delivered,WH001
ORD20097,P3616225,CUST50027,2023-08-17,260,Pending,WH008
ORD20006,P4501115,CUST50076,2023-06-11,300,Shipped,WH004
ORD20080,P4541619,CUST50092,2023-06-19,144,Shipped,WH006
ORD20096,P3183953,CUST50012,2023-09-25,242,Cancelled,WH005
ORD20068,P3064268,CUST50027,2023-09-01,341,Returned,WH005
ORD20045,P6848271,CUST50061,2023-06-02,398,Returned,WH009
ORD20064,P6239720,CUST50018,2023-09-07,351,Delivered,WH004
ORD20079,P0989859,CUST50061,2023-06-12,469,Delivered,WH009
ORD20051,P9254323,CUST50079,2023-07-29,147,Cancelled,WH002
ORD20077,P7695350,CUST50031,2023-09-27,116,Shipped,WH002
ORD20004,P4536516,CUST50095,2023-07-06,495,Cancelled,WH010
ORD20096,P7126675,CUST50096,2023-08-29,384,Cancelled,WH003
ORD20011,P4431700,CUST50057,2023-08-19,78,Shipped,WH005
ORD20039,P1675041,CUST50034,2023-08-10,405,Returned,WH004
ORD20079,P5196369,CUST50035,2023-08-04,47,Delivered,WH006
ORD20048,P7128644,CUST50100,2023-08-26,370,Pending,WH007
ORD20070,P6932329,CUST50011,2023-08-27,185,Shipped,WH007
ORD20002,P1481146,CUST50080,2023-09-18,463,Shipped,WH005
ORD20060,P7103703,CUST50025,2023-08-02,150,Cancelled,WH007
ORD20005,P0172624,CUST50073,2023-07-15,281,Pending,WH010
ORD20046,P7699903,CUST50091,2023-06-05,189,Returned,WH009
ORD20007,P0901248,CUST50076,2023-09-18,180,Delivered,WH001
ORD20024,P0742782,CUST50069,2023-07-16,157,Cancelled,WH009
ORD20006,P5136529,CUST50093,2023-09-13,79,Returned,WH002
ORD20026,P8510459,CUST50007,2023-07-19,457,Processing,WH004
ORD20038,P6932329,CUST50084,2023-09-24,478,Processing,WH007
ORD20005,P8709098,CUST50066,2023-06-12,406,Pending,WH005
ORD20092,P4626617,CUST50087,2023-08-24,432,Cancelled,WH006
ORD20026,P3737314,CUST50015,2023-07-19,350,Cancelled,WH007
ORD20072,P8208611,CUST50051,2023-09-22,227,Pending,WH003
ORD20051,P9987326,CUST50099,2023-07-22,231,Cancelled,WH006
ORD20092,P1396619,CUST50085,2023-08-01,131,Returned,WH010
ORD20070,P1014473,CUST50029,2023-08-07,428,Processing,WH008
ORD20045,P3885910,CUST50089,2023-07-25,45,Processing,WH010
ORD20047,P0259110,CUST50022,2023-06-27,481,Processing,WH005
ORD20033,P7664069,CUST50029,2023-09-06,219,Returned,WH001
ORD20030,P9446580,CUST50087,2023-09-29,20,Returned,WH001
ORD20043,P6365037,CUST50090,2023-09-14,373,Shipped,WH005
ORD20091,P7764213,CUST50061,2023-07-15,303,Returned,WH008
ORD20008,P0738375,CUST50099,2023-08-27,318,Returned,WH005
ORD20068,P8289441,CUST50059,2023-08-09,278,Shipped,WH006
ORD20048,P6499504,CUST50067,2023-08-08,121,Cancelled,WH010
ORD20030,P8560221,CUST50028,2023-06-16,467,Processing,WH010
ORD20011,P4399728,CUST50075,2023-07-11,421,Processing,WH006
ORD20001,P0919419,CUST50037,2023-07-02,86,Processing,WH003
ORD20058,P7686562,CUST50067,2023-06-20,380,Cancelled,WH009
ORD20029,P4426273,CUST50063,2023-06-05,271,Shipped,WH006
ORD20059,P6836017,CUST50021,2023-07-08,321,Returned,WH006
ORD20050,P7962663,CUST50015,2023-06-06,429,Returned,WH004
ORD20076,P5031128,CUST50049,2023-08-13,273,Delivered,WH003
ORD20074,P4160190,CUST50094,2023-07-05,362,Returned,WH007
ORD20048,P8903032,CUST50026,2023-06-16,333,Delivered,WH003
ORD20036,P0519062,CUST50069,2023-06-17,112,Delivered,WH003
ORD20067,P3094526,CUST50060,2023-06-11,66,Returned,WH008
ORD20004,P1595146,CUST50016,2023-09-06,323,Cancelled,WH007
ORD20078,P2191237,CUST50058,2023-06-18,137,Delivered,WH002
ORD20000,P5375017,CUST50015,2023-06-08,79,Cancelled,WH004
ORD20000,P1157890,CUST50047,2023-09-23,59,Shipped,WH002
ORD20013,P0526532,CUST50060,2023-07-09,483,Cancelled,WH002
ORD20053,P9301291,CUST50084,2023-07-09,195,Delivered,WH005
ORD20049,P3932548,CUST50066,2023-09-19,293,Returned,WH010
ORD20043,P2800551,CUST50027,2023-09-02,335,Processing,WH010
ORD20092,P5588884,CUST50077,2023-06-21,75,Returned,WH001
ORD20053,P5663783,CUST50072,2023-06-23,245,Shipped,WH008
ORD20069,P3069609,CUST50024,2023-06-02,283,Delivered,WH009
ORD20044,P6494146,CUST50010,2023-06-20,340,Pending,WH001
ORD20066,P4866626,CUST50071,2023-08-23,444,Pending,WH001
ORD20093,P4322051,CUST50091,2023-07-04,195,Shipped,WH001
ORD20099,P4788475,CUST50019,2023-06-07,138,Returned,WH003
ORD20020,P7260697,CUST50087,2023-07-03,119,Returned,WH006
ORD20022,P8362715,CUST50004,2023-09-26,189,Returned,WH005
ORD20029,P3932548,CUST50048,2023-06-03,408,Shipped,WH010
ORD20028,P1322523,CUST50007,2023-08-04,171,Returned,WH006
ORD20085,P5776364,CUST50095,2023-09-07,186,Processing,WH008
ORD20041,P7726327,CUST50045,2023-08-28,312,Pending,WH004
ORD20089,P4640422,CUST50015,2023-06-25,433,Delivered,WH006
ORD20008,P9562385,CUST50038,2023-09-25,351,Returned,WH007
ORD20022,P1662206,CUST50050,2023-06-16,293,Shipped,WH001
ORD20001,P4501115,CUST50002,2023-06-22,190,Returned,WH004
ORD20078,P7699903,CUST50004,2023-07-19,335,Delivered,WH009
ORD20059,P6110872,CUST50002,2023-06-06,298,Pending,WH003
ORD20018,P1795907,CUST50022,2023-07-16,387,Delivered,WH007
ORD20007,P8806458,CUST50044,2023-06-01,112,Shipped,WH009
ORD20060,P9109254,CUST50006,2023-06-18,87,Delivered,WH008
ORD20098,P2619201,CUST50025,2023-07-22,256,Returned,WH006
ORD20099,P4899506,CUST50026,2023-07-18,271,Delivered,WH009
ORD20050,P3963896,CUST50019,2023-08-08,326,Shipped,WH003
ORD20001,P8446346,CUST50097,2023-06-24,138,Pending,WH010
ORD20000,P8630516,CUST50015,2023-08-03,76,Returned,WH005
ORD20035,P0048699,CUST50069,2023-09-27,427,Shipped,WH009
ORD20026,P4462741,CUST50068,2023-09-07,78,Shipped,WH010
ORD20062,P8723025,CUST50089,2023-07-19,273,Delivered,WH002
ORD20010,P9134310,CUST50052,2023-08-27,265,Delivered,WH002
ORD20074,P1903161,CUST50043,2023-09-23,327,Returned,WH010
ORD20006,P1298126,CUST50016,2023-07-03,39,Delivered,WH009
ORD20020,P4078800,CUST50086,2023-06-17,455,Returned,WH003
ORD20082,P7687562,CUST50052,2023-08-11,498,Shipped,WH004
ORD20023,P3359438,CUST50095,2023-06-02,254,Processing,WH007
ORD20012,P3709239,CUST50053,2023-09-09,292,Shipped,WH008
ORD20034,P6814113,CUST50032,2023-09-16,431,Returned,WH002
ORD20098,P8289441,CUST50098,2023-06-03,130,Delivered,WH006
ORD20089,P4405249,CUST50015,2023-09-01,276,Shipped,WH010
ORD20067,P6350094,CUST50049,2023-06-26,423,Cancelled,WH006
ORD20015,P2981729,CUST50025,2023-09-11,473,Returned,WH004
ORD20004,P6910749,CUST50045,2023-07-25,417,Shipped,WH009
ORD20014,P1154817,CUST50034,2023-09-09,169,Pending,WH002
ORD20070,P1396619,CUST50029,2023-09-22,19,Shipped,WH010
