product_id,product_name,category,supplier_id,warehouse_id,stock_quantity,reorder_level,last_restock_date
P2220656,Shaving Cream - Small,Oral Care,SUP40003,WH003,1031,159,2022-02-01
P5076025,Shampoo - Mint,Oral Care,SUP40008,WH002,56,5,2023-01-24
P9077065,Shaving Cream - Small,Hair Care,SUP40005,WH003,1532,202,2023-06-22
P8062758,Laundry Detergent - Lemon,Home Care,SUP40003,WH008,600,170,2023-03-20
P9014713,Surface Cleaner - Mint,Laundry,SUP40008,WH008,1422,316,2023-03-28
P3361639,Floor Cleaner - Medium,Laundry,SUP40001,WH005,1895,441,2022-08-31
P9917397,Fabric Softener - Large,Kitchen Care,SUP40001,WH008,320,69,2022-08-17
P7962663,Surface Cleaner - Aloe,Laundry,SUP40001,WH004,421,44,2022-09-07
P4048946,Dishwashing Gel - Medium,Oral Care,SUP40002,WH009,1942,500,2022-12-23
P8282368,Hair Spray - Aloe,Baby Care,SUP40002,WH001,1765,209,2023-02-26
P3094526,Hair Spray - Medium,Personal Care,SUP40002,WH008,1153,311,2022-01-11
P7047687,Dishwashing Gel - 2L,Personal Care,SUP40006,WH004,1164,345,2023-01-02
P7577536,Shaving Cream - 500ml,Kitchen Care,SUP400010,WH001,1442,428,2022-07-04
P2960276,Surface Cleaner - 1L,Oral Care,SUP40007,WH001,1012,258,2023-04-01
P4155390,Hand Soap - Herbal,Oral Care,SUP40004,WH004,448,59,2022-02-11
P9538160,Conditioner - Lemon,Oral Care,SUP40008,WH009,287,62,2022-11-27
P5250203,Toothpaste - Aloe,Home Care,SUP40001,WH001,1274,255,2022-11-29
P9254323,Fabric Softener - Herbal,Oral Care,SUP40002,WH002,1187,180,2022-12-29
P8695715,Baby Lotion - Medium,Laundry,SUP400010,WH002,935,160,2023-02-18
P0303843,Fabric Softener - 500ml,Personal Care,SUP40007,WH005,655,186,2022-05-03
P6932329,Baby Lotion - Aloe,Hair Care,SUP40006,WH007,601,78,2022-11-15
P1288847,Hair Spray - 1L,Laundry,SUP40001,WH003,1623,300,2023-05-21
P3513246,Conditioner - 500ml,Laundry,SUP40004,WH010,784,216,2023-09-23
P3246823,Hand Soap - Small,Kitchen Care,SUP40009,WH002,759,97,2022-10-21
P2800551,Shampoo - Medium,Kitchen Care,SUP40008,WH010,1568,176,2022-04-17
P6265537,Toilet Cleaner - Herbal,Hair Care,SUP40004,WH007,1753,515,2022-10-08
P7695350,Toilet Cleaner - 500ml,Baby Care,SUP40004,WH002,192,33,2023-04-28
P4285352,Toilet Cleaner - 2L,Laundry,SUP40007,WH008,1951,523,2022-10-04
P6533722,Toothpaste - 500ml,Baby Care,SUP40006,WH008,521,90,2023-01-26
P3043874,Toilet Cleaner - Herbal,Baby Care,SUP40005,WH004,584,124,2022-03-21
P6302883,Dental Floss - 1L,Oral Care,SUP40001,WH001,1407,402,2023-03-21
P7919198,Hair Spray - Small,Personal Care,SUP40003,WH009,1123,172,2022-10-15
P7123862,Bleach - Aloe,Home Care,SUP40003,WH004,1479,177,2023-01-25
P1790115,Toothpaste - Lemon,Personal Care,SUP40007,WH005,1486,348,2022-07-06
P7900100,Bleach - 1L,Hair Care,SUP40001,WH002,1567,324,2023-09-26
P9196049,Laundry Detergent - Aloe,Baby Care,SUP40004,WH002,440,111,2023-01-27
P3457897,Baby Wipes - 2L,Baby Care,SUP40007,WH005,1585,346,2023-03-02
P6655952,Hair Spray - 2L,Home Care,SUP40002,WH004,1291,157,2022-07-16
P5766242,Toothpaste - 1L,Personal Care,SUP40009,WH008,1988,437,2022-12-19
P9700314,Fabric Softener - 500ml,Home Care,SUP40008,WH009,1111,123,2023-08-19
P1678125,Baby Lotion - 500ml,Personal Care,SUP40003,WH007,1361,254,2022-03-14
P6230665,Shampoo - Mint,Kitchen Care,SUP40006,WH005,328,82,2023-03-30
P5156921,Detergent Liquid - Small,Baby Care,SUP40004,WH004,1810,349,2022-01-25
P1663004,Dental Floss - 1L,Laundry,SUP40009,WH006,463,100,2022-12-27
P0453591,Hand Soap - Medium,Kitchen Care,SUP40009,WH009,1603,388,2022-10-17
P0334236,Mouthwash - Large,Baby Care,SUP40008,WH007,843,98,2023-03-20
P7748301,Hair Spray - 500ml,Personal Care,SUP40004,WH004,1568,435,2022-05-29
P4906358,Hair Spray - Large,Personal Care,SUP40003,WH007,1819,267,2023-06-02
P4004145,Dishwashing Gel - 2L,Personal Care,SUP40005,WH001,923,144,2023-05-24
P7870047,Glass Cleaner - 2L,Kitchen Care,SUP40007,WH001,1163,295,2022-01-17
P7633970,Bleach - 1L,Home Care,SUP40002,WH010,1856,296,2023-07-05
P5247444,Conditioner - Small,Baby Care,SUP40001,WH001,1934,357,2022-05-22
P4757112,Hand Soap - 2L,Personal Care,SUP40009,WH010,580,86,2022-01-18
P3136603,Hair Spray - 2L,Oral Care,SUP400010,WH007,1697,191,2023-03-10
P5000970,Glass Cleaner - Aloe,Home Care,SUP40004,WH008,1772,300,2023-07-07
P3628602,Conditioner - Medium,Kitchen Care,SUP40006,WH003,768,216,2022-12-10
P0992879,Conditioner - 500ml,Baby Care,SUP40006,WH006,1466,313,2022-01-08
P1541825,Bleach - 2L,Personal Care,SUP40003,WH005,156,45,2022-09-16
P2409495,Mouthwash - Small,Personal Care,SUP40003,WH007,1926,423,2022-02-10
P7607377,Floor Cleaner - 1L,Laundry,SUP40006,WH010,566,124,2022-12-27
P2565188,Bleach - 2L,Personal Care,SUP40004,WH010,196,47,2022-02-28
P9785518,Hair Spray - Medium,Kitchen Care,SUP40007,WH006,1542,327,2022-02-23
P9082644,Bleach - Aloe,Home Care,SUP40007,WH008,1101,152,2022-09-19
P9720186,Mouthwash - Lemon,Baby Care,SUP40002,WH007,1274,156,2022-04-08
P3271295,Shaving Cream - Aloe,Home Care,SUP40006,WH004,1087,110,2023-06-06
P3839230,Baby Lotion - Lemon,Laundry,SUP40002,WH005,1593,212,2023-05-11
P7446681,Baby Lotion - 2L,Baby Care,SUP40005,WH003,168,48,2022-04-16
P1309312,Baby Diapers - Aloe,Kitchen Care,SUP40001,WH010,1358,234,2022-02-27
P2996607,Baby Diapers - 1L,Hair Care,SUP40003,WH007,578,65,2022-02-17
P0693838,Baby Lotion - Lemon,Oral Care,SUP400010,WH008,435,78,2022-09-07
P7074891,Surface Cleaner - Lemon,Laundry,SUP400010,WH006,1394,260,2022-06-15
P5307375,Detergent Liquid - 1L,Baby Care,SUP40005,WH009,938,246,2023-08-13
P7038544,Dental Floss - 2L,Laundry,SUP40005,WH010,347,97,2023-08-02
P4899506,Conditioner - Mint,Personal Care,SUP40004,WH009,1338,268,2023-09-18
P7516641,Bleach - Aloe,Kitchen Care,SUP40004,WH005,94,25,2023-09-20
P8351863,Bleach - 1L,Hair Care,SUP40004,WH004,1681,202,2022-06-24
P0869302,Shaving Cream - Lemon,Personal Care,SUP400010,WH008,1770,251,2022-07-21
P8463859,Fabric Softener - Lemon,Hair Care,SUP400010,WH007,1032,103,2022-04-29
P3058653,Dental Floss - Herbal,Kitchen Care,SUP400010,WH007,163,39,2022-02-08
P6576456,Laundry Detergent - Herbal,Kitchen Care,SUP40007,WH003,915,154,2022-08-15
P5663783,Shaving Cream - Aloe,Hair Care,SUP40001,WH008,1841,377,2022-12-09
P8496983,Hair Spray - Aloe,Baby Care,SUP400010,WH003,1739,495,2023-06-23
P5917380,Detergent Liquid - 500ml,Home Care,SUP40006,WH001,506,147,2022-06-25
P1715904,Hair Spray - Medium,Laundry,SUP40002,WH008,1056,173,2022-05-22
P0312522,Floor Cleaner - Herbal,Kitchen Care,SUP40005,WH006,1785,386,2022-10-19
P3273145,Toilet Cleaner - Lemon,Home Care,SUP40007,WH010,374,61,2022-05-28
P7261677,Dishwashing Gel - Herbal,Personal Care,SUP400010,WH002,1999,259,2022-11-08
P9154115,Fabric Softener - Aloe,Personal Care,SUP40006,WH004,725,172,2022-01-27
P3049912,Glass Cleaner - Medium,Laundry,SUP40007,WH007,386,94,2023-07-19
P8012242,Baby Wipes - 500ml,Hair Care,SUP40005,WH005,779,132,2022-05-19
P9060464,Floor Cleaner - 2L,Oral Care,SUP400010,WH010,1974,256,2022-11-18
P0131284,Bleach - Lemon,Laundry,SUP40002,WH009,775,221,2022-03-24
P9590409,Dishwashing Gel - Medium,Oral Care,SUP400010,WH004,456,75,2023-09-29
P2101160,Shampoo - Mint,Baby Care,SUP40007,WH010,118,31,2023-08-05
P2378289,Shampoo - Medium,Kitchen Care,SUP40006,WH010,1853,194,2023-07-09
P2847870,Baby Lotion - Mint,Hair Care,SUP40005,WH006,597,63,2022-05-17
P3740261,Shaving Cream - Large,Kitchen Care,SUP400010,WH007,861,121,2022-01-17
P8795059,Toothpaste - Medium,Kitchen Care,SUP40004,WH004,577,140,2022-12-25
P2080497,Baby Wipes - 1L,Oral Care,SUP40008,WH001,1951,498,2023-07-22
P6814113,Conditioner - Large,Baby Care,SUP40005,WH002,1967,284,2023-07-22
P0486394,Floor Cleaner - Mint,Baby Care,SUP400010,WH002,1831,427,2022-03-05
P3737314,Dental Floss - Medium,Personal Care,SUP40006,WH007,972,243,2022-02-18
P9817595,Floor Cleaner - Aloe,Home Care,SUP40003,WH001,1499,220,2022-09-26
P9678453,Glass Cleaner - Large,Kitchen Care,SUP40005,WH001,1201,243,2023-06-27
P6301130,Baby Diapers - 500ml,Laundry,SUP40002,WH010,479,105,2022-07-24
P1481389,Laundry Detergent - 2L,Laundry,SUP40006,WH001,1294,349,2022-12-03
P8723025,Bleach - Large,Laundry,SUP40005,WH002,564,66,2022-06-11
P6646862,Hair Spray - Mint,Home Care,SUP40008,WH008,1625,249,2022-07-05
P3641246,Surface Cleaner - Mint,Oral Care,SUP40005,WH004,1871,233,2022-07-25
P1163660,Laundry Detergent - 2L,Kitchen Care,SUP40005,WH002,160,17,2023-05-30
P4448267,Baby Diapers - Mint,Hair Care,SUP40007,WH009,1933,316,2022-07-25
P0747940,Bleach - Large,Personal Care,SUP40002,WH002,1393,280,2022-10-12
P6093342,Baby Lotion - Herbal,Oral Care,SUP400010,WH001,1026,291,2023-06-13
P0346787,Mouthwash - 500ml,Personal Care,SUP40005,WH005,763,189,2022-01-18
P1642247,Glass Cleaner - Large,Baby Care,SUP40001,WH006,402,86,2022-02-19
P7126675,Shampoo - 500ml,Personal Care,SUP40009,WH003,1802,492,2023-05-14
P6848271,Dental Floss - Medium,Baby Care,SUP40005,WH009,1213,309,2022-08-03
P8084967,Shampoo - Large,Laundry,SUP40005,WH009,1691,356,2023-03-07
P0761624,Bleach - Herbal,Kitchen Care,SUP40006,WH005,1211,266,2022-10-29
P4676267,Surface Cleaner - Mint,Personal Care,SUP40007,WH006,1726,304,2022-01-03
P1396619,Toothpaste - Lemon,Personal Care,SUP40003,WH010,1812,273,2022-07-26
P4266362,Baby Diapers - 2L,Kitchen Care,SUP40008,WH008,1703,340,2022-10-18
P6958863,Mouthwash - Large,Home Care,SUP400010,WH005,1471,206,2023-08-23
P6569350,Detergent Liquid - Mint,Laundry,SUP40003,WH010,1891,317,2022-03-23
P9861184,Baby Lotion - Lemon,Home Care,SUP40002,WH007,1279,375,2022-06-02
P1922372,Mouthwash - Mint,Hair Care,SUP40007,WH007,1965,529,2023-03-27
P5537029,Dental Floss - Lemon,Oral Care,SUP40009,WH003,1405,407,2023-09-12
P4260922,Dental Floss - Lemon,Personal Care,SUP40002,WH009,1119,261,2023-02-27
P1431867,Dental Floss - 500ml,Oral Care,SUP40008,WH002,794,127,2023-01-09
P6464613,Bleach - Herbal,Kitchen Care,SUP40002,WH007,758,158,2023-07-25
P5546962,Toothpaste - Herbal,Oral Care,SUP40008,WH005,1129,337,2022-01-18
P1684495,Detergent Liquid - 1L,Kitchen Care,SUP40008,WH010,1255,216,2022-12-02
P6783858,Hair Spray - 2L,Personal Care,SUP40004,WH001,150,25,2023-09-06
P6994038,Shampoo - Small,Baby Care,SUP40007,WH007,887,249,2022-01-24
P1192855,Mouthwash - Small,Hair Care,SUP40003,WH005,486,129,2022-08-20
P1952548,Bleach - Mint,Personal Care,SUP40009,WH002,1751,399,2023-01-26
P7764213,Glass Cleaner - 2L,Hair Care,SUP40008,WH008,1840,521,2023-06-15
P3692928,Shaving Cream - Large,Baby Care,SUP40004,WH006,1889,220,2022-09-30
P1959476,Bleach - Lemon,Kitchen Care,SUP40001,WH001,807,190,2022-08-19
P2642113,Baby Wipes - Medium,Kitchen Care,SUP40003,WH009,242,64,2023-08-14
P2457320,Shaving Cream - 500ml,Home Care,SUP40006,WH009,1814,388,2022-05-01
P4162585,Toilet Cleaner - Large,Hair Care,SUP40002,WH007,288,75,2023-06-15
P9504519,Fabric Softener - Lemon,Kitchen Care,SUP40003,WH009,1818,391,2023-08-02
P9109254,Toilet Cleaner - Small,Kitchen Care,SUP40006,WH008,697,194,2022-06-11
P1867510,Hand Soap - Medium,Kitchen Care,SUP40006,WH001,583,135,2022-10-27
P5877663,Hair Spray - Medium,Hair Care,SUP40002,WH002,1337,391,2023-09-17
P4821198,Conditioner - Aloe,Oral Care,SUP40003,WH008,1322,186,2023-08-13
P0925057,Detergent Liquid - 500ml,Baby Care,SUP40003,WH006,743,186,2023-05-31
P0029271,Conditioner - Large,Personal Care,SUP40003,WH009,940,224,2023-09-17
P8986752,Dental Floss - Large,Hair Care,SUP40003,WH010,1064,159,2023-08-05
P1606356,Toilet Cleaner - 2L,Kitchen Care,SUP40007,WH008,1359,223,2022-02-10
P9295228,Glass Cleaner - Medium,Baby Care,SUP40003,WH001,398,79,2023-08-08
P9301291,Baby Lotion - 500ml,Hair Care,SUP40008,WH005,248,32,2022-01-26
P5658212,Laundry Detergent - Medium,Home Care,SUP40005,WH003,1371,227,2023-08-23
P1234719,Hand Soap - Large,Baby Care,SUP40006,WH007,119,23,2022-05-21
P1571342,Baby Lotion - 500ml,Oral Care,SUP40001,WH004,190,54,2022-05-29
P8932923,Glass Cleaner - Large,Kitchen Care,SUP40003,WH003,858,151,2022-11-18
P3667880,Hand Soap - Aloe,Oral Care,SUP40001,WH007,603,145,2022-06-06
P7404007,Toilet Cleaner - 2L,Hair Care,SUP40005,WH005,801,93,2023-09-05
P5323624,Glass Cleaner - Large,Home Care,SUP40007,WH005,953,252,2022-10-28
P6717419,Shampoo - Medium,Home Care,SUP40002,WH001,483,56,2022-11-29
P4845159,Baby Diapers - Small,Kitchen Care,SUP40001,WH006,1407,240,2022-02-06
P1179100,Toilet Cleaner - Small,Baby Care,SUP40004,WH008,1498,335,2022-06-30
P3475043,Surface Cleaner - Mint,Baby Care,SUP40007,WH007,56,7,2022-09-10
P1128821,Detergent Liquid - 2L,Home Care,SUP40006,WH001,1326,397,2022-02-10
P5236166,Toothpaste - Mint,Kitchen Care,SUP40009,WH006,1174,126,2023-03-20
P6239720,Baby Lotion - Medium,Kitchen Care,SUP400010,WH004,206,49,2022-08-12
P6150306,Glass Cleaner - 1L,Baby Care,SUP40005,WH003,1735,424,2023-04-29
P3539046,Dental Floss - Medium,Baby Care,SUP40004,WH004,489,59,2023-05-29
P8304479,Fabric Softener - Herbal,Laundry,SUP400010,WH010,62,17,2022-08-27
P0503163,Hair Spray - Lemon,Oral Care,SUP40005,WH009,947,170,2023-09-04
P7272808,Hair Spray - Lemon,Kitchen Care,SUP40001,WH006,1039,280,2023-06-11
P9475711,Dishwashing Gel - 500ml,Laundry,SUP40009,WH003,1409,230,2023-07-07
P4490799,Floor Cleaner - Medium,Kitchen Care,SUP40007,WH002,1400,145,2022-02-21
P6467430,Floor Cleaner - 2L,Personal Care,SUP40009,WH004,1453,244,2022-10-31
P2187190,Bleach - 500ml,Hair Care,SUP40003,WH003,318,88,2022-09-27
P0867976,Dental Floss - Small,Home Care,SUP40002,WH009,452,93,2022-03-09
P1438679,Mouthwash - Mint,Personal Care,SUP40005,WH009,1234,351,2022-06-05
P3062205,Baby Lotion - Medium,Kitchen Care,SUP40006,WH006,1746,210,2022-08-02
P1566542,Shampoo - 1L,Hair Care,SUP40002,WH010,453,133,2022-06-05
P6259554,Shaving Cream - Lemon,Personal Care,SUP40004,WH003,699,92,2022-08-28
P3509825,Detergent Liquid - Medium,Kitchen Care,SUP40002,WH003,1941,306,2022-09-30
P8983073,Laundry Detergent - 1L,Laundry,SUP40006,WH007,894,168,2023-05-31
P3842172,Laundry Detergent - Herbal,Home Care,SUP40009,WH006,871,242,2023-09-10
P5715491,Shampoo - Medium,Kitchen Care,SUP400010,WH002,440,128,2022-05-20
P9632522,Fabric Softener - Herbal,Oral Care,SUP40008,WH005,1962,432,2022-06-09
P5834933,Dental Floss - 2L,Hair Care,SUP40003,WH001,923,170,2023-08-23
P6300035,Fabric Softener - 2L,Personal Care,SUP400010,WH004,1432,386,2022-01-12
P4545872,Surface Cleaner - 500ml,Oral Care,SUP40006,WH006,525,108,2022-06-10
P4700107,Dishwashing Gel - Medium,Hair Care,SUP40007,WH002,189,25,2023-04-10
P3703519,Mouthwash - Large,Kitchen Care,SUP400010,WH007,1161,243,2023-01-25
P3944957,Conditioner - Large,Laundry,SUP40002,WH002,1386,226,2023-02-08
P3947976,Dental Floss - Medium,Personal Care,SUP40002,WH010,811,171,2023-06-04
P5731170,Fabric Softener - Small,Hair Care,SUP40008,WH007,1766,433,2022-10-21
P2135016,Glass Cleaner - Aloe,Baby Care,SUP400010,WH010,830,115,2022-03-15
P5946519,Floor Cleaner - Herbal,Home Care,SUP40005,WH004,1283,158,2023-08-20
P2394163,Laundry Detergent - 2L,Oral Care,SUP40005,WH002,553,133,2023-05-01
P0172624,Detergent Liquid - Mint,Home Care,SUP40001,WH010,577,129,2022-05-04
P4796378,Conditioner - Large,Laundry,SUP40009,WH010,530,153,2023-01-19
P5181342,Baby Wipes - Large,Laundry,SUP40005,WH006,1192,315,2022-04-03
P5776364,Bleach - Herbal,Personal Care,SUP40009,WH008,514,104,2022-04-23
P0120816,Dishwashing Gel - Medium,Home Care,SUP40001,WH009,1886,414,2023-06-29
P1099084,Toothpaste - Medium,Personal Care,SUP40005,WH007,1660,174,2023-09-28
P6189007,Laundry Detergent - Medium,Oral Care,SUP40009,WH001,1543,258,2022-08-04
P0338036,Mouthwash - Medium,Kitchen Care,SUP40009,WH003,964,235,2023-07-16
P6169870,Laundry Detergent - 2L,Baby Care,SUP40001,WH006,1624,419,2023-05-13
P6509883,Hand Soap - 1L,Personal Care,SUP40008,WH010,606,175,2022-04-30
P3885910,Dental Floss - Large,Laundry,SUP40001,WH010,1299,329,2023-05-18
P5485952,Baby Lotion - Aloe,Oral Care,SUP40005,WH001,161,21,2023-01-02
P1814773,Surface Cleaner - Lemon,Laundry,SUP40009,WH001,1494,306,2023-01-29
P2637085,Dental Floss - Mint,Baby Care,SUP40005,WH006,1991,335,2023-06-17
P8074065,Dental Floss - 500ml,Laundry,SUP40001,WH005,444,124,2023-02-15
P4057749,Toothpaste - Medium,Personal Care,SUP40008,WH008,1921,360,2022-02-25
P1691418,Floor Cleaner - Herbal,Home Care,SUP40006,WH004,1139,118,2022-12-14
P7048590,Conditioner - Mint,Laundry,SUP40007,WH006,1882,218,2023-05-23
P7107091,Surface Cleaner - Herbal,Personal Care,SUP40008,WH001,1203,238,2022-03-23
P9467069,Laundry Detergent - Medium,Hair Care,SUP40004,WH007,247,69,2023-08-01
P3017278,Laundry Detergent - Lemon,Kitchen Care,SUP400010,WH009,89,11,2023-08-06
P1171178,Toilet Cleaner - Herbal,Baby Care,SUP40004,WH002,1022,133,2023-04-28
P4426273,Toilet Cleaner - Herbal,Oral Care,SUP40007,WH006,765,167,2022-07-25
P8611945,Toothpaste - Large,Kitchen Care,SUP40001,WH007,1941,475,2023-02-18
P7978073,Baby Diapers - Small,Hair Care,SUP40003,WH003,1260,184,2023-07-19
P3470392,Dishwashing Gel - Mint,Hair Care,SUP400010,WH001,983,275,2022-03-27
P3070173,Baby Diapers - 500ml,Laundry,SUP40002,WH001,1676,243,2022-06-15
P3792056,Dishwashing Gel - Aloe,Personal Care,SUP40001,WH010,1164,120,2022-10-23
P6365037,Floor Cleaner - Small,Kitchen Care,SUP40003,WH005,265,43,2022-01-07
P7217292,Bleach - Small,Laundry,SUP40002,WH007,1288,260,2022-08-07
P7686562,Shaving Cream - Small,Home Care,SUP40003,WH009,1979,295,2022-08-13
P2700594,Laundry Detergent - 1L,Kitchen Care,SUP40003,WH010,1396,160,2023-08-01
P4462741,Floor Cleaner - Mint,Kitchen Care,SUP40001,WH010,1861,235,2022-08-21
P0866923,Fabric Softener - 1L,Oral Care,SUP40001,WH007,330,90,2022-09-26
P8709098,Bleach - Herbal,Home Care,SUP40004,WH005,84,11,2022-05-15
P0097778,Mouthwash - 1L,Home Care,SUP40009,WH006,1898,329,2023-04-28
P0844333,Shampoo - Lemon,Oral Care,SUP40009,WH005,627,169,2022-03-04
P8775552,Detergent Liquid - Herbal,Hair Care,SUP40001,WH009,1425,311,2023-07-16
P3709239,Shaving Cream - 2L,Personal Care,SUP40006,WH008,1476,386,2022-12-18
P3261821,Bleach - Mint,Oral Care,SUP40003,WH005,1704,342,2023-06-28
P7235457,Shampoo - 2L,Oral Care,SUP40006,WH005,1307,237,2023-03-10
P4744341,Fabric Softener - Medium,Home Care,SUP40001,WH002,538,145,2023-07-21
P3945658,Hand Soap - Large,Laundry,SUP40002,WH006,644,151,2023-01-25
P5873564,Hair Spray - Herbal,Laundry,SUP40004,WH003,243,43,2023-07-25
P9988001,Baby Diapers - 2L,Hair Care,SUP40004,WH002,1874,454,2022-06-04
P4658241,Fabric Softener - Medium,Personal Care,SUP40002,WH008,1248,128,2023-09-28
P9673517,Hand Soap - Aloe,Home Care,SUP40003,WH007,237,38,2022-06-25
P9343708,Mouthwash - 500ml,Personal Care,SUP400010,WH006,185,22,2022-12-21
P1154817,Fabric Softener - Small,Oral Care,SUP40009,WH002,1068,287,2023-06-02
P1997225,Toilet Cleaner - Aloe,Kitchen Care,SUP40004,WH008,1693,484,2022-03-30
P0629034,Toothpaste - Lemon,Personal Care,SUP40008,WH007,1788,283,2023-02-12
P4001165,Mouthwash - 1L,Home Care,SUP40006,WH004,716,197,2023-03-02
P3272041,Mouthwash - Aloe,Personal Care,SUP40007,WH010,1748,206,2023-06-21
P1607644,Toothpaste - Medium,Personal Care,SUP40008,WH009,1904,399,2023-08-30
P2283431,Dental Floss - Small,Personal Care,SUP40001,WH007,658,126,2022-01-17
P9005488,Toilet Cleaner - Aloe,Laundry,SUP40001,WH006,1390,264,2023-01-23
P6716884,Shaving Cream - Mint,Hair Care,SUP40001,WH002,875,168,2023-09-13
P4380766,Shampoo - Aloe,Baby Care,SUP40005,WH002,1780,415,2023-08-01
P2903273,Bleach - 1L,Oral Care,SUP40008,WH006,182,52,2022-09-01
P0742782,Baby Diapers - Large,Baby Care,SUP40001,WH009,1550,298,2022-06-21
P9937719,Bleach - Herbal,Kitchen Care,SUP400010,WH004,1311,315,2022-07-11
P4031551,Floor Cleaner - 2L,Home Care,SUP40003,WH001,1743,405,2022-01-23
P1730642,Dental Floss - Medium,Home Care,SUP400010,WH009,1201,359,2023-04-16
P9681781,Hair Spray - Small,Kitchen Care,SUP40001,WH005,487,51,2022-04-27
P9884560,Fabric Softener - 1L,Personal Care,SUP40009,WH009,876,196,2023-08-19
P8446346,Baby Lotion - Medium,Personal Care,SUP40005,WH010,60,6,2022-11-12
P8321305,Conditioner - Small,Baby Care,SUP40005,WH007,864,99,2023-05-03
P8759279,Dental Floss - Lemon,Personal Care,SUP40008,WH007,1887,248,2022-10-04
P5119059,Shaving Cream - Small,Personal Care,SUP400010,WH002,1298,331,2022-04-18
P8362715,Baby Diapers - Herbal,Personal Care,SUP40005,WH005,1580,342,2022-02-26
P0478485,Laundry Detergent - Lemon,Oral Care,SUP40009,WH010,1244,258,2023-07-18
P2469284,Hair Spray - Herbal,Home Care,SUP40005,WH008,1731,221,2023-05-05
P6250126,Detergent Liquid - Herbal,Kitchen Care,SUP400010,WH002,1691,493,2023-04-29
P0576745,Dental Floss - Mint,Laundry,SUP40001,WH002,1175,319,2022-06-21
P2956048,Bleach - Large,Oral Care,SUP40004,WH003,1756,223,2022-11-21
P9335859,Dental Floss - 1L,Kitchen Care,SUP40006,WH004,373,61,2023-07-07
P3549897,Shampoo - Medium,Home Care,SUP400010,WH009,939,252,2023-09-24
P6784650,Bleach - Lemon,Laundry,SUP40005,WH008,988,165,2022-05-22
P2887390,Conditioner - Aloe,Home Care,SUP40001,WH003,1533,256,2023-07-29
P0139710,Surface Cleaner - Lemon,Hair Care,SUP40005,WH007,1552,406,2022-09-03
P9437308,Hair Spray - Herbal,Hair Care,SUP40001,WH005,564,75,2022-02-13
P3192927,Detergent Liquid - 2L,Kitchen Care,SUP40006,WH006,1761,234,2022-04-15
P9540850,Toilet Cleaner - 500ml,Hair Care,SUP40004,WH007,1160,293,2023-09-23
P5395290,Dental Floss - 2L,Hair Care,SUP40001,WH008,1849,345,2022-08-06
P0608840,Hair Spray - 500ml,Home Care,SUP40003,WH008,1432,229,2023-05-30
P7616133,Laundry Detergent - Large,Hair Care,SUP40005,WH005,54,10,2022-02-06
P5140195,Floor Cleaner - 1L,Hair Care,SUP40004,WH002,416,101,2022-10-03
P7846535,Baby Lotion - 500ml,Kitchen Care,SUP400010,WH004,686,184,2022-08-13
P1675041,Shaving Cream - Aloe,Oral Care,SUP40002,WH004,1118,215,2023-01-04
P5384948,Fabric Softener - Medium,Home Care,SUP40002,WH009,1000,110,2023-03-24
P4442155,Shaving Cream - Herbal,Kitchen Care,SUP40006,WH009,859,127,2023-08-31
P2137076,Baby Wipes - Herbal,Laundry,SUP40004,WH004,1167,307,2023-06-05
P4850914,Shampoo - 500ml,Kitchen Care,SUP40003,WH009,1070,294,2022-12-03
P9313988,Baby Diapers - Medium,Kitchen Care,SUP40002,WH007,1096,222,2023-02-17
P5370582,Floor Cleaner - Mint,Kitchen Care,SUP40009,WH009,448,105,2022-04-06
P5375017,Toilet Cleaner - 2L,Baby Care,SUP40004,WH004,1576,328,2023-08-05
P8607602,Detergent Liquid - Aloe,Oral Care,SUP40001,WH001,63,10,2023-07-11
P9446580,Glass Cleaner - Lemon,Hair Care,SUP400010,WH001,860,220,2023-05-25
P7826913,Toothpaste - Herbal,Oral Care,SUP40009,WH006,797,208,2022-11-16
P1090135,Baby Lotion - Small,Laundry,SUP400010,WH002,837,233,2023-06-21
P4357228,Dishwashing Gel - Small,Oral Care,SUP40009,WH008,798,185,2023-01-30
P9389898,Floor Cleaner - 1L,Personal Care,SUP400010,WH004,1349,361,2022-10-02
P4137769,Hand Soap - Mint,Baby Care,SUP40008,WH009,905,141,2022-07-13
P3812299,Baby Lotion - Small,Oral Care,SUP40005,WH007,1972,225,2022-10-24
P6884435,Baby Wipes - 2L,Personal Care,SUP40002,WH010,821,102,2023-06-17
P3287068,Bleach - 1L,Hair Care,SUP40007,WH002,1512,195,2022-01-26
P0259116,Baby Wipes - 2L,Kitchen Care,SUP40006,WH007,1365,337,2023-01-27
P1867885,Baby Wipes - 500ml,Laundry,SUP40003,WH010,1008,257,2023-03-29
P3033385,Baby Wipes - 500ml,Kitchen Care,SUP40009,WH010,447,102,2023-06-16
P7976452,Baby Wipes - Medium,Personal Care,SUP40004,WH002,1688,214,2022-02-13
P1322523,Hand Soap - 1L,Baby Care,SUP40007,WH006,285,65,2022-08-21
P5216820,Floor Cleaner - Small,Oral Care,SUP40006,WH001,67,10,2022-11-01
P8888420,Hand Soap - Large,Laundry,SUP40009,WH007,113,15,2023-08-24
P5257846,Baby Wipes - Herbal,Hair Care,SUP40002,WH007,563,149,2023-01-05
P2782178,Detergent Liquid - Aloe,Home Care,SUP40005,WH006,1360,226,2022-06-07
P5927026,Surface Cleaner - Small,Baby Care,SUP40004,WH002,469,105,2022-01-18
